Order_ID,Date,Branch,Product,Category,Aggregator,Order_Type,Quantity,Gross_Sales,Discount,Commission,Net_Sales
CB-2495,2026-07-16,JVC,Dahi Puri,Chaat,Talabat,Delivery,6,84,0.0,21.0,63.0
CB-2496,2026-07-16,Deira,Samosa Chaat,Chaat,Direct,Dine-in,4,60,6.0,0.0,54.0
CB-2497,2026-07-16,Deira,Paneer Tikka,Mains,Direct,Takeaway,6,168,0.0,0.0,168.0
CB-2498,2026-07-17,Karama,Masala Dosa,Mains,Direct,Dine-in,4,80,4.0,0.0,76.0
CB-2499,2026-07-17,JVC,Chole Bhature,Mains,Talabat,Delivery,3,72,0.0,18.0,54.0
CB-2500,2026-07-17,JVC,Samosa Chaat,Chaat,Direct,Dine-in,4,60,0.0,0.0,60.0
CB-2501,2026-07-17,JVC,Pav Bhaji,Mains,Careem,Delivery,1,22,3.3,4.11,14.59
CB-2502,2026-07-17,Barsha,Pav Bhaji,Mains,Talabat,Delivery,4,88,0.0,22.0,66.0
CB-2503,2026-07-17,Barsha,Paneer Tikka,Mains,Careem,Delivery,1,28,0.0,6.16,21.84
CB-2504,2026-07-17,Deira,Paneer Tikka,Mains,Talabat,Delivery,5,140,21.0,29.75,89.25
CB-2505,2026-07-17,Deira,Chole Bhature,Mains,Talabat,Delivery,4,96,9.6,21.6,64.8
CB-2506,2026-07-18,Karama,Mango Lassi,Beverages,Talabat,Delivery,5,60,0.0,15.0,45.0
CB-2507,2026-07-18,Karama,Pani Puri,Chaat,Talabat,Delivery,4,48,0.0,12.0,36.0
CB-2508,2026-07-18,Karama,Vada Pav,Snacks,Talabat,Delivery,3,30,0.0,7.5,22.5
CB-2509,2026-07-18,Karama,Mango Lassi,Beverages,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2510,2026-07-18,Karama,Falooda,Desserts,Talabat,Delivery,3,48,0.0,12.0,36.0
CB-2511,2026-07-18,Muweilah,Masala Dosa,Mains,Talabat,Delivery,1,20,0.0,5.0,15.0
CB-2512,2026-07-18,Muweilah,Aloo Tikki Chaat,Chaat,Noon,Delivery,2,32,1.6,6.08,24.32
CB-2513,2026-07-18,Muweilah,Masala Chai,Beverages,Careem,Delivery,6,48,0.0,10.56,37.44
CB-2514,2026-07-18,Muweilah,Dahi Puri,Chaat,Careem,Delivery,3,42,4.2,8.32,29.48
CB-2515,2026-07-18,Muweilah,Mango Lassi,Beverages,Direct,Dine-in,6,72,10.8,0.0,61.2
CB-2516,2026-07-18,Muweilah,Chole Bhature,Mains,Direct,Takeaway,2,48,0.0,0.0,48.0
CB-2517,2026-07-18,JVC,Pav Bhaji,Mains,Talabat,Delivery,4,88,8.8,19.8,59.4
CB-2518,2026-07-18,JVC,Pav Bhaji,Mains,Careem,Delivery,2,44,0.0,9.68,34.32
CB-2519,2026-07-18,Barsha,Masala Chai,Beverages,Noon,Delivery,3,24,0.0,4.8,19.2
CB-2520,2026-07-18,Barsha,Sev Puri,Chaat,Direct,Takeaway,5,65,3.25,0.0,61.75
CB-2521,2026-07-18,Deira,Vada Pav,Snacks,Direct,Takeaway,3,30,0.0,0.0,30.0
CB-2522,2026-07-18,Deira,Mango Lassi,Beverages,Careem,Delivery,5,60,0.0,13.2,46.8
CB-2523,2026-07-18,Deira,Pav Bhaji,Mains,Careem,Delivery,3,66,3.3,13.79,48.91
CB-2524,2026-07-18,Deira,Pani Puri,Chaat,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2525,2026-07-18,Deira,Vada Pav,Snacks,Direct,Dine-in,2,20,0.0,0.0,20.0
CB-2526,2026-07-18,Deira,Pav Bhaji,Mains,Direct,Dine-in,1,22,1.1,0.0,20.9
CB-2527,2026-07-18,Deira,Aloo Tikki Chaat,Chaat,Direct,Takeaway,4,64,6.4,0.0,57.6
CB-2528,2026-07-19,Karama,Bhel Puri,Chaat,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2529,2026-07-19,Karama,Gulab Jamun,Desserts,Noon,Delivery,3,30,3.0,5.4,21.6
CB-2530,2026-07-19,Muweilah,Mango Lassi,Beverages,Careem,Delivery,3,36,0.0,7.92,28.08
CB-2531,2026-07-19,Muweilah,Aloo Tikki Chaat,Chaat,Careem,Delivery,5,80,4.0,16.72,59.28
CB-2532,2026-07-19,Muweilah,Mango Lassi,Beverages,Careem,Delivery,5,60,0.0,13.2,46.8
CB-2533,2026-07-19,Muweilah,Paneer Tikka,Mains,Talabat,Delivery,5,140,0.0,35.0,105.0
CB-2534,2026-07-19,JVC,Dahi Puri,Chaat,Direct,Takeaway,6,84,0.0,0.0,84.0
CB-2535,2026-07-19,Deira,Samosa Chaat,Chaat,Noon,Delivery,6,90,4.5,17.1,68.4
CB-2536,2026-07-19,Deira,Samosa Chaat,Chaat,Direct,Dine-in,1,15,1.5,0.0,13.5
CB-2537,2026-07-19,Deira,Sev Puri,Chaat,Talabat,Delivery,2,26,0.0,6.5,19.5
CB-2538,2026-07-20,Karama,Paneer Tikka,Mains,Noon,Delivery,4,112,0.0,22.4,89.6
CB-2539,2026-07-20,Karama,Mango Lassi,Beverages,Talabat,Delivery,4,48,2.4,11.4,34.2
CB-2540,2026-07-20,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,2,44,0.0,11.0,33.0
CB-2541,2026-07-20,Muweilah,Masala Chai,Beverages,Talabat,Delivery,4,32,0.0,8.0,24.0
CB-2542,2026-07-20,JVC,Falooda,Desserts,Careem,Delivery,6,96,0.0,21.12,74.88
CB-2543,2026-07-20,JVC,Pani Puri,Chaat,Talabat,Delivery,4,48,0.0,12.0,36.0
CB-2544,2026-07-20,JVC,Mango Lassi,Beverages,Noon,Delivery,6,72,10.8,12.24,48.96
CB-2545,2026-07-20,JVC,Masala Chai,Beverages,Talabat,Delivery,2,16,0.0,4.0,12.0
CB-2546,2026-07-20,JVC,Aloo Tikki Chaat,Chaat,Noon,Delivery,6,96,0.0,19.2,76.8
CB-2547,2026-07-20,Barsha,Samosa Chaat,Chaat,Talabat,Delivery,5,75,0.0,18.75,56.25
CB-2548,2026-07-20,Deira,Paneer Tikka,Mains,Direct,Takeaway,1,28,0.0,0.0,28.0
CB-2549,2026-07-21,Karama,Gulab Jamun,Desserts,Direct,Dine-in,6,60,6.0,0.0,54.0
CB-2550,2026-07-21,Karama,Aloo Tikki Chaat,Chaat,Direct,Takeaway,4,64,0.0,0.0,64.0
CB-2551,2026-07-21,Muweilah,Samosa Chaat,Chaat,Careem,Delivery,5,75,0.0,16.5,58.5
CB-2552,2026-07-21,Muweilah,Masala Chai,Beverages,Talabat,Delivery,5,40,0.0,10.0,30.0
CB-2553,2026-07-21,Barsha,Chole Bhature,Mains,Talabat,Delivery,2,48,0.0,12.0,36.0
CB-2554,2026-07-21,Barsha,Vada Pav,Snacks,Careem,Delivery,1,10,0.0,2.2,7.8
CB-2555,2026-07-21,Deira,Gulab Jamun,Desserts,Direct,Dine-in,6,60,3.0,0.0,57.0
CB-2556,2026-07-22,Karama,Pav Bhaji,Mains,Careem,Delivery,3,66,6.6,13.07,46.33
CB-2557,2026-07-22,Karama,Paneer Tikka,Mains,Direct,Takeaway,6,168,0.0,0.0,168.0
CB-2558,2026-07-22,Karama,Pani Puri,Chaat,Careem,Delivery,2,24,0.0,5.28,18.72
CB-2559,2026-07-22,Muweilah,Masala Dosa,Mains,Talabat,Delivery,5,100,0.0,25.0,75.0
CB-2560,2026-07-22,Barsha,Masala Chai,Beverages,Talabat,Delivery,3,24,1.2,5.7,17.1
CB-2561,2026-07-22,Barsha,Paneer Tikka,Mains,Direct,Dine-in,2,56,0.0,0.0,56.0
CB-2562,2026-07-22,Deira,Sev Puri,Chaat,Direct,Dine-in,5,65,0.0,0.0,65.0
CB-2563,2026-07-23,Karama,Falooda,Desserts,Noon,Delivery,3,48,0.0,9.6,38.4
CB-2564,2026-07-23,Muweilah,Samosa Chaat,Chaat,Talabat,Delivery,6,90,0.0,22.5,67.5
CB-2565,2026-07-23,Muweilah,Chole Bhature,Mains,Careem,Delivery,2,48,0.0,10.56,37.44
CB-2566,2026-07-23,Deira,Dahi Puri,Chaat,Direct,Dine-in,3,42,6.3,0.0,35.7
CB-2567,2026-07-24,Karama,Gulab Jamun,Desserts,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2568,2026-07-24,Muweilah,Vada Pav,Snacks,Noon,Delivery,4,40,0.0,8.0,32.0
CB-2569,2026-07-24,Muweilah,Samosa Chaat,Chaat,Direct,Takeaway,3,45,0.0,0.0,45.0
CB-2570,2026-07-24,Muweilah,Gulab Jamun,Desserts,Noon,Delivery,4,40,6.0,6.8,27.2
CB-2571,2026-07-24,JVC,Paneer Tikka,Mains,Careem,Delivery,1,28,0.0,6.16,21.84
CB-2572,2026-07-24,JVC,Bhel Puri,Chaat,Talabat,Delivery,2,24,0.0,6.0,18.0
CB-2573,2026-07-24,Barsha,Paneer Tikka,Mains,Talabat,Delivery,6,168,0.0,42.0,126.0
CB-2574,2026-07-24,Barsha,Paneer Tikka,Mains,Careem,Delivery,3,84,0.0,18.48,65.52
CB-2575,2026-07-24,Deira,Mango Lassi,Beverages,Direct,Takeaway,4,48,0.0,0.0,48.0
CB-2576,2026-07-24,Deira,Pani Puri,Chaat,Careem,Delivery,3,36,0.0,7.92,28.08
CB-2577,2026-07-25,Muweilah,Vada Pav,Snacks,Talabat,Delivery,1,10,0.5,2.38,7.12
CB-2578,2026-07-25,Muweilah,Mango Lassi,Beverages,Direct,Dine-in,2,24,0.0,0.0,24.0
CB-2579,2026-07-25,Muweilah,Falooda,Desserts,Talabat,Delivery,5,80,0.0,20.0,60.0
CB-2580,2026-07-25,JVC,Bhel Puri,Chaat,Talabat,Delivery,5,60,3.0,14.25,42.75
CB-2581,2026-07-25,Barsha,Bhel Puri,Chaat,Careem,Delivery,6,72,0.0,15.84,56.16
CB-2582,2026-07-25,Deira,Dahi Puri,Chaat,Direct,Dine-in,2,28,0.0,0.0,28.0
CB-2583,2026-07-26,Karama,Paneer Tikka,Mains,Direct,Takeaway,5,140,7.0,0.0,133.0
CB-2584,2026-07-26,Karama,Masala Dosa,Mains,Direct,Dine-in,5,100,0.0,0.0,100.0
CB-2585,2026-07-26,Muweilah,Pani Puri,Chaat,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2586,2026-07-26,JVC,Chole Bhature,Mains,Careem,Delivery,4,96,0.0,21.12,74.88
CB-2587,2026-07-26,JVC,Dahi Puri,Chaat,Careem,Delivery,6,84,0.0,18.48,65.52
CB-2588,2026-07-26,JVC,Masala Dosa,Mains,Direct,Dine-in,6,120,0.0,0.0,120.0
CB-2589,2026-07-26,Deira,Masala Chai,Beverages,Talabat,Delivery,5,40,0.0,10.0,30.0
CB-2590,2026-07-26,Deira,Masala Chai,Beverages,Direct,Takeaway,3,24,0.0,0.0,24.0
CB-2591,2026-07-27,Karama,Bhel Puri,Chaat,Careem,Delivery,3,36,1.8,7.52,26.68
CB-2592,2026-07-27,Karama,Chole Bhature,Mains,Careem,Delivery,3,72,0.0,15.84,56.16
CB-2593,2026-07-27,Muweilah,Masala Dosa,Mains,Direct,Dine-in,4,80,4.0,0.0,76.0
CB-2594,2026-07-27,Barsha,Paneer Tikka,Mains,Direct,Takeaway,5,140,0.0,0.0,140.0
CB-2595,2026-07-28,Karama,Gulab Jamun,Desserts,Direct,Dine-in,2,20,0.0,0.0,20.0
CB-2596,2026-07-28,Karama,Bhel Puri,Chaat,Direct,Takeaway,2,24,0.0,0.0,24.0
CB-2597,2026-07-28,Karama,Masala Chai,Beverages,Direct,Takeaway,4,32,0.0,0.0,32.0
CB-2598,2026-07-28,Karama,Samosa Chaat,Chaat,Noon,Delivery,6,90,0.0,18.0,72.0
CB-2599,2026-07-28,Muweilah,Aloo Tikki Chaat,Chaat,Direct,Takeaway,2,32,0.0,0.0,32.0
CB-2600,2026-07-28,Muweilah,Masala Chai,Beverages,Talabat,Delivery,3,24,0.0,6.0,18.0
CB-2601,2026-07-28,Barsha,Masala Dosa,Mains,Careem,Delivery,5,100,0.0,22.0,78.0
CB-2602,2026-07-28,Barsha,Paneer Tikka,Mains,Talabat,Delivery,2,56,2.8,13.3,39.9
CB-2603,2026-07-28,Barsha,Sev Puri,Chaat,Noon,Delivery,6,78,0.0,15.6,62.4
CB-2604,2026-07-28,Barsha,Falooda,Desserts,Careem,Delivery,2,32,3.2,6.34,22.46
CB-2605,2026-07-28,Barsha,Mango Lassi,Beverages,Direct,Takeaway,3,36,0.0,0.0,36.0
CB-2606,2026-07-29,Karama,Samosa Chaat,Chaat,Talabat,Delivery,6,90,0.0,22.5,67.5
CB-2607,2026-07-29,Muweilah,Dahi Puri,Chaat,Noon,Delivery,6,84,12.6,14.28,57.12
CB-2608,2026-07-29,Muweilah,Bhel Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2609,2026-07-29,Muweilah,Paneer Tikka,Mains,Careem,Delivery,5,140,0.0,30.8,109.2
CB-2610,2026-07-29,Muweilah,Bhel Puri,Chaat,Noon,Delivery,6,72,0.0,14.4,57.6
CB-2611,2026-07-29,JVC,Dahi Puri,Chaat,Careem,Delivery,2,28,0.0,6.16,21.84
CB-2612,2026-07-29,Barsha,Gulab Jamun,Desserts,Noon,Delivery,1,10,1.0,1.8,7.2
CB-2613,2026-07-30,Muweilah,Aloo Tikki Chaat,Chaat,Direct,Takeaway,3,48,0.0,0.0,48.0
CB-2614,2026-07-30,Muweilah,Pani Puri,Chaat,Direct,Dine-in,2,24,2.4,0.0,21.6
CB-2615,2026-07-30,Muweilah,Masala Chai,Beverages,Noon,Delivery,4,32,3.2,5.76,23.04
CB-2616,2026-07-30,JVC,Aloo Tikki Chaat,Chaat,Careem,Delivery,5,80,0.0,17.6,62.4
CB-2617,2026-07-30,Barsha,Falooda,Desserts,Talabat,Delivery,1,16,0.0,4.0,12.0
CB-2618,2026-07-30,Deira,Masala Dosa,Mains,Direct,Takeaway,1,20,0.0,0.0,20.0
CB-2619,2026-07-30,Deira,Pani Puri,Chaat,Talabat,Delivery,5,60,9.0,12.75,38.25
CB-2620,2026-07-31,Karama,Aloo Tikki Chaat,Chaat,Direct,Dine-in,4,64,0.0,0.0,64.0
CB-2621,2026-07-31,Karama,Bhel Puri,Chaat,Direct,Takeaway,4,48,0.0,0.0,48.0
CB-2622,2026-07-31,Karama,Pani Puri,Chaat,Talabat,Delivery,2,24,1.2,5.7,17.1
CB-2623,2026-07-31,Karama,Samosa Chaat,Chaat,Direct,Dine-in,4,60,0.0,0.0,60.0
CB-2624,2026-07-31,JVC,Samosa Chaat,Chaat,Talabat,Delivery,4,60,3.0,14.25,42.75
CB-2625,2026-07-31,JVC,Falooda,Desserts,Direct,Takeaway,6,96,0.0,0.0,96.0
CB-2626,2026-07-31,JVC,Pani Puri,Chaat,Talabat,Delivery,6,72,0.0,18.0,54.0
CB-2627,2026-07-31,JVC,Pani Puri,Chaat,Talabat,Delivery,4,48,2.4,11.4,34.2
CB-2628,2026-07-31,Barsha,Aloo Tikki Chaat,Chaat,Noon,Delivery,3,48,0.0,9.6,38.4
CB-2629,2026-07-31,Barsha,Aloo Tikki Chaat,Chaat,Talabat,Delivery,6,96,4.8,22.8,68.4
CB-2630,2026-07-31,Deira,Paneer Tikka,Mains,Direct,Dine-in,2,56,0.0,0.0,56.0
CB-2631,2026-07-31,Deira,Vada Pav,Snacks,Direct,Dine-in,4,40,0.0,0.0,40.0
CB-2632,2026-08-01,Karama,Gulab Jamun,Desserts,Talabat,Delivery,4,40,0.0,10.0,30.0
CB-2633,2026-08-01,Muweilah,Chole Bhature,Mains,Talabat,Delivery,2,48,2.4,11.4,34.2
CB-2634,2026-08-01,Muweilah,Pav Bhaji,Mains,Direct,Takeaway,3,66,9.9,0.0,56.1
CB-2635,2026-08-01,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,4,88,0.0,22.0,66.0
CB-2636,2026-08-01,Muweilah,Samosa Chaat,Chaat,Direct,Dine-in,5,75,0.0,0.0,75.0
CB-2637,2026-08-01,Muweilah,Pani Puri,Chaat,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2638,2026-08-01,JVC,Masala Chai,Beverages,Talabat,Delivery,5,40,6.0,8.5,25.5
CB-2639,2026-08-01,JVC,Gulab Jamun,Desserts,Talabat,Delivery,2,20,0.0,5.0,15.0
CB-2640,2026-08-01,Barsha,Samosa Chaat,Chaat,Talabat,Delivery,4,60,0.0,15.0,45.0
CB-2641,2026-08-01,Barsha,Bhel Puri,Chaat,Talabat,Delivery,1,12,0.0,3.0,9.0
CB-2642,2026-08-01,Barsha,Masala Dosa,Mains,Careem,Delivery,1,20,0.0,4.4,15.6
CB-2643,2026-08-01,Barsha,Vada Pav,Snacks,Talabat,Delivery,3,30,1.5,7.12,21.38
CB-2644,2026-08-01,Deira,Pani Puri,Chaat,Direct,Dine-in,3,36,5.4,0.0,30.6
CB-2645,2026-08-01,Deira,Gulab Jamun,Desserts,Careem,Delivery,2,20,1.0,4.18,14.82
CB-2646,2026-08-01,Deira,Pani Puri,Chaat,Talabat,Delivery,2,24,0.0,6.0,18.0
CB-2647,2026-08-01,Deira,Falooda,Desserts,Talabat,Delivery,1,16,2.4,3.4,10.2
CB-2648,2026-08-01,Deira,Masala Dosa,Mains,Direct,Dine-in,3,60,0.0,0.0,60.0
CB-2649,2026-08-02,Karama,Pani Puri,Chaat,Careem,Delivery,6,72,3.6,15.05,53.35
CB-2650,2026-08-02,Karama,Masala Dosa,Mains,Direct,Takeaway,3,60,6.0,0.0,54.0
CB-2651,2026-08-02,Muweilah,Pani Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2652,2026-08-02,Muweilah,Aloo Tikki Chaat,Chaat,Talabat,Delivery,3,48,4.8,10.8,32.4
CB-2653,2026-08-02,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,4,88,0.0,22.0,66.0
CB-2654,2026-08-02,JVC,Pav Bhaji,Mains,Talabat,Delivery,3,66,3.3,15.68,47.02
CB-2655,2026-08-02,Barsha,Samosa Chaat,Chaat,Talabat,Delivery,5,75,0.0,18.75,56.25
CB-2656,2026-08-02,Barsha,Pav Bhaji,Mains,Talabat,Delivery,2,44,0.0,11.0,33.0
CB-2657,2026-08-02,Deira,Masala Dosa,Mains,Careem,Delivery,3,60,0.0,13.2,46.8
CB-2658,2026-08-02,Deira,Aloo Tikki Chaat,Chaat,Careem,Delivery,4,64,0.0,14.08,49.92
CB-2659,2026-08-02,Deira,Vada Pav,Snacks,Talabat,Delivery,5,50,5.0,11.25,33.75
CB-2660,2026-08-03,Muweilah,Pani Puri,Chaat,Careem,Delivery,4,48,0.0,10.56,37.44
CB-2661,2026-08-03,Muweilah,Sev Puri,Chaat,Direct,Dine-in,6,78,7.8,0.0,70.2
CB-2662,2026-08-03,JVC,Chole Bhature,Mains,Noon,Delivery,6,144,21.6,24.48,97.92
CB-2663,2026-08-03,Barsha,Paneer Tikka,Mains,Talabat,Delivery,2,56,0.0,14.0,42.0
CB-2664,2026-08-03,Deira,Paneer Tikka,Mains,Talabat,Delivery,6,168,0.0,42.0,126.0
CB-2665,2026-08-03,Deira,Mango Lassi,Beverages,Talabat,Delivery,3,36,3.6,8.1,24.3
CB-2666,2026-08-04,Karama,Paneer Tikka,Mains,Talabat,Delivery,4,112,0.0,28.0,84.0
CB-2667,2026-08-04,Karama,Pani Puri,Chaat,Noon,Delivery,3,36,0.0,7.2,28.8
CB-2668,2026-08-04,Karama,Masala Chai,Beverages,Direct,Dine-in,2,16,0.0,0.0,16.0
CB-2669,2026-08-04,Karama,Aloo Tikki Chaat,Chaat,Direct,Dine-in,6,96,0.0,0.0,96.0
CB-2670,2026-08-04,Muweilah,Mango Lassi,Beverages,Talabat,Delivery,3,36,5.4,7.65,22.95
CB-2671,2026-08-04,JVC,Chole Bhature,Mains,Talabat,Delivery,6,144,0.0,36.0,108.0
CB-2672,2026-08-04,JVC,Masala Dosa,Mains,Talabat,Delivery,2,40,0.0,10.0,30.0
CB-2673,2026-08-04,JVC,Pani Puri,Chaat,Talabat,Delivery,6,72,7.2,16.2,48.6
CB-2674,2026-08-04,JVC,Paneer Tikka,Mains,Talabat,Delivery,3,84,4.2,19.95,59.85
CB-2675,2026-08-04,Barsha,Pani Puri,Chaat,Careem,Delivery,1,12,1.8,2.24,7.96
CB-2676,2026-08-04,Barsha,Falooda,Desserts,Noon,Delivery,1,16,1.6,2.88,11.52
CB-2677,2026-08-05,Karama,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2678,2026-08-05,Karama,Sev Puri,Chaat,Careem,Delivery,5,65,9.75,12.16,43.09
CB-2679,2026-08-05,Karama,Vada Pav,Snacks,Careem,Delivery,5,50,0.0,11.0,39.0
CB-2680,2026-08-05,Muweilah,Mango Lassi,Beverages,Noon,Delivery,4,48,0.0,9.6,38.4
CB-2681,2026-08-05,Muweilah,Masala Chai,Beverages,Noon,Delivery,2,16,0.8,3.04,12.16
CB-2682,2026-08-05,Muweilah,Pav Bhaji,Mains,Talabat,Delivery,5,110,0.0,27.5,82.5
CB-2683,2026-08-05,Muweilah,Mango Lassi,Beverages,Talabat,Delivery,4,48,0.0,12.0,36.0
CB-2684,2026-08-05,Muweilah,Masala Chai,Beverages,Direct,Dine-in,4,32,1.6,0.0,30.4
CB-2685,2026-08-05,Muweilah,Vada Pav,Snacks,Direct,Dine-in,3,30,0.0,0.0,30.0
CB-2686,2026-08-05,JVC,Paneer Tikka,Mains,Direct,Takeaway,1,28,0.0,0.0,28.0
CB-2687,2026-08-05,JVC,Gulab Jamun,Desserts,Noon,Delivery,6,60,9.0,10.2,40.8
CB-2688,2026-08-05,JVC,Masala Chai,Beverages,Direct,Takeaway,6,48,0.0,0.0,48.0
CB-2689,2026-08-05,Barsha,Samosa Chaat,Chaat,Direct,Dine-in,4,60,0.0,0.0,60.0
CB-2690,2026-08-05,Barsha,Samosa Chaat,Chaat,Talabat,Delivery,6,90,9.0,20.25,60.75
CB-2691,2026-08-05,Deira,Pav Bhaji,Mains,Talabat,Delivery,1,22,0.0,5.5,16.5
CB-2692,2026-08-06,Karama,Mango Lassi,Beverages,Careem,Delivery,5,60,6.0,11.88,42.12
CB-2693,2026-08-06,Karama,Sev Puri,Chaat,Talabat,Delivery,4,52,0.0,13.0,39.0
CB-2694,2026-08-06,Karama,Gulab Jamun,Desserts,Careem,Delivery,1,10,1.0,1.98,7.02
CB-2695,2026-08-06,Karama,Chole Bhature,Mains,Direct,Dine-in,1,24,0.0,0.0,24.0
CB-2696,2026-08-06,Muweilah,Masala Chai,Beverages,Careem,Delivery,4,32,0.0,7.04,24.96
CB-2697,2026-08-06,Muweilah,Dahi Puri,Chaat,Direct,Takeaway,2,28,1.4,0.0,26.6
CB-2698,2026-08-06,Muweilah,Pav Bhaji,Mains,Direct,Takeaway,4,88,0.0,0.0,88.0
CB-2699,2026-08-06,Muweilah,Samosa Chaat,Chaat,Direct,Dine-in,2,30,0.0,0.0,30.0
CB-2700,2026-08-06,JVC,Bhel Puri,Chaat,Direct,Takeaway,5,60,0.0,0.0,60.0
CB-2701,2026-08-06,Barsha,Falooda,Desserts,Noon,Delivery,6,96,0.0,19.2,76.8
CB-2702,2026-08-06,Barsha,Masala Chai,Beverages,Careem,Delivery,5,40,0.0,8.8,31.2
CB-2703,2026-08-06,Deira,Gulab Jamun,Desserts,Talabat,Delivery,4,40,4.0,9.0,27.0
CB-2704,2026-08-06,Deira,Vada Pav,Snacks,Direct,Dine-in,6,60,0.0,0.0,60.0
CB-2705,2026-08-06,Deira,Dahi Puri,Chaat,Direct,Takeaway,1,14,2.1,0.0,11.9
CB-2706,2026-08-07,Karama,Paneer Tikka,Mains,Talabat,Delivery,1,28,0.0,7.0,21.0
CB-2707,2026-08-07,Karama,Mango Lassi,Beverages,Noon,Delivery,6,72,0.0,14.4,57.6
CB-2708,2026-08-07,Muweilah,Masala Dosa,Mains,Direct,Takeaway,4,80,0.0,0.0,80.0
CB-2709,2026-08-07,Muweilah,Paneer Tikka,Mains,Direct,Takeaway,3,84,0.0,0.0,84.0
CB-2710,2026-08-07,JVC,Masala Dosa,Mains,Direct,Dine-in,6,120,0.0,0.0,120.0
CB-2711,2026-08-07,JVC,Masala Chai,Beverages,Talabat,Delivery,4,32,0.0,8.0,24.0
CB-2712,2026-08-07,JVC,Chole Bhature,Mains,Direct,Dine-in,4,96,0.0,0.0,96.0
CB-2713,2026-08-07,Barsha,Aloo Tikki Chaat,Chaat,Noon,Delivery,2,32,0.0,6.4,25.6
CB-2714,2026-08-07,Barsha,Sev Puri,Chaat,Direct,Takeaway,3,39,0.0,0.0,39.0
CB-2715,2026-08-07,Deira,Samosa Chaat,Chaat,Talabat,Delivery,2,30,0.0,7.5,22.5
CB-2716,2026-08-08,Karama,Mango Lassi,Beverages,Direct,Takeaway,2,24,0.0,0.0,24.0
CB-2717,2026-08-08,Karama,Dahi Puri,Chaat,Careem,Delivery,3,42,0.0,9.24,32.76
CB-2718,2026-08-08,Muweilah,Mango Lassi,Beverages,Direct,Takeaway,1,12,0.0,0.0,12.0
CB-2719,2026-08-08,Muweilah,Pani Puri,Chaat,Talabat,Delivery,4,48,2.4,11.4,34.2
CB-2720,2026-08-08,Muweilah,Vada Pav,Snacks,Talabat,Delivery,5,50,0.0,12.5,37.5
CB-2721,2026-08-08,Muweilah,Aloo Tikki Chaat,Chaat,Talabat,Delivery,3,48,7.2,10.2,30.6
CB-2722,2026-08-08,JVC,Pani Puri,Chaat,Careem,Delivery,5,60,3.0,12.54,44.46
CB-2723,2026-08-08,JVC,Sev Puri,Chaat,Careem,Delivery,4,52,0.0,11.44,40.56
CB-2724,2026-08-08,Deira,Pani Puri,Chaat,Direct,Dine-in,1,12,0.0,0.0,12.0
CB-2725,2026-08-08,Deira,Vada Pav,Snacks,Direct,Takeaway,6,60,6.0,0.0,54.0
CB-2726,2026-08-08,Deira,Gulab Jamun,Desserts,Direct,Takeaway,4,40,4.0,0.0,36.0
CB-2727,2026-08-09,Karama,Masala Chai,Beverages,Careem,Delivery,5,40,6.0,7.48,26.52
CB-2728,2026-08-09,Karama,Masala Chai,Beverages,Talabat,Delivery,5,40,2.0,9.5,28.5
CB-2729,2026-08-09,Karama,Falooda,Desserts,Direct,Takeaway,3,48,0.0,0.0,48.0
CB-2730,2026-08-09,Karama,Gulab Jamun,Desserts,Talabat,Delivery,2,20,1.0,4.75,14.25
CB-2731,2026-08-09,Karama,Vada Pav,Snacks,Direct,Dine-in,2,20,0.0,0.0,20.0
CB-2732,2026-08-09,Karama,Pav Bhaji,Mains,Direct,Dine-in,2,44,0.0,0.0,44.0
CB-2733,2026-08-09,Karama,Mango Lassi,Beverages,Talabat,Delivery,5,60,0.0,15.0,45.0
CB-2734,2026-08-09,Muweilah,Vada Pav,Snacks,Careem,Delivery,1,10,0.0,2.2,7.8
CB-2735,2026-08-09,JVC,Falooda,Desserts,Talabat,Delivery,5,80,0.0,20.0,60.0
CB-2736,2026-08-09,Barsha,Pani Puri,Chaat,Talabat,Delivery,3,36,0.0,9.0,27.0
CB-2737,2026-08-09,Barsha,Paneer Tikka,Mains,Talabat,Delivery,5,140,0.0,35.0,105.0
CB-2738,2026-08-09,Deira,Masala Chai,Beverages,Talabat,Delivery,1,8,0.0,2.0,6.0
CB-2739,2026-08-09,Deira,Falooda,Desserts,Direct,Dine-in,6,96,0.0,0.0,96.0
CB-2740,2026-08-09,Deira,Gulab Jamun,Desserts,Direct,Takeaway,4,40,0.0,0.0,40.0
CB-2741,2026-08-09,Deira,Dahi Puri,Chaat,Direct,Dine-in,3,42,0.0,0.0,42.0
